experiment,discount,horizon,c_sample,r_sample,run,t,r,std,q_r,q_std,q_sample,c_l,q_l
tiger,0.9,2,5,250,0,0,-1.0,0.0,-2.0799999999999996,7.488230765674893,7,12.052069366831628,8.488263907771886
tiger,0.9,2,5,250,0,0,-1.0,0.0,-2.62,7.4990399385521345,7,12.052069366831628,8.489079251660261
tiger,0.9,2,5,250,0,1,-8.02,5.077361519529608,-3.04,7.480534740244176,7,12.174334597412393,8.834795498969886
tiger,0.9,2,5,250,0,2,-1.48,7.430316278598106,-1.0,0.0,7,12.108207264657727,8.494193921490915
tiger,0.9,2,5,250,0,3,-2.68,7.497839688870388,3.74,4.160817227420594,9,12.075413604421144,9.282979997582899
tiger,0.9,2,5,250,0,4,-2.2600000000000007,7.496159016456361,-1.9000000000000004,7.475961476626268,7,16.734422822324724,8.488742498439958
tiger,0.9,2,5,250,0,5,-1.0,0.0,-1.0,0.0,7,12.172068535743811,8.497138696151055
tiger,0.9,2,5,250,0,6,2.5399999999999996,5.5541335958005185,-1.0,0.0,7,13.120792955484099,8.552673666999663
tiger,0.9,2,5,250,0,7,-1.0,0.0,4.579999999999999,2.4745908752761534,8,12.192552203686066,9.768699760462798
tiger,0.9,2,5,250,0,8,-1.0,0.0,-1.0,0.0,7,12.149826722223352,8.506227926969407
tiger,0.9,2,5,250,0,9,-1.0,0.0,2.6599999999999997,5.442830146164769,9,12.142623148881988,9.224281761444846
tiger,0.9,2,5,250,0,10,1.5199999999999996,6.331634859971001,-2.1399999999999997,7.491355017618642,7,13.148961193195742,8.611460822709612
tiger,0.9,2,5,250,0,11,-1.0,0.0,-2.5,7.5,7,13.481823950770904,8.605261646519864
tiger,0.9,2,5,250,0,12,2.6,5.499090833947008,-1.0,0.0,7,18.40748665057002,8.51536193542381
tiger,0.9,2,5,250,0,13,-2.62,7.4990399385521345,3.1399999999999997,4.943723293227484,8,12.052069366831628,9.225917491885037
tiger,0.9,2,5,250,0,14,-1.3600000000000003,7.41285370151064,-1.0,0.0,7,12.098845040928317,8.522488170264383
tiger,0.9,2,5,250,0,15,-1.54,7.438306258819948,-1.0,0.0,7,12.526948498591182,8.597344416155606
tiger,0.9,2,5,250,0,16,-2.5,7.5,-1.0,0.0,7,12.064126497094211,8.492559112467843
tiger,0.9,2,5,250,0,17,-1.0,0.0,3.4400000000000004,4.578908166801339,8,12.083054508779961,9.452625705506296
tiger,0.9,2,5,250,0,18,1.8200000000000003,6.130872694812704,-1.0,0.0,7,12.160081772683895,8.493032075054032
tiger,0.9,2,5,250,0,19,-2.74,7.496159016456361,1.6400000000000001,6.253830825981784,8,13.339411529050428,9.37468136301044
tiger,0.9,2,5,250,0,20,-1.0,0.0,-1.0,0.0,7,12.067132736365632,8.5262058161427
tiger,0.9,2,5,250,0,21,2.3600000000000003,5.712302512997714,-1.0,0.0,7,15.947109946674907,8.620402006127831
tiger,0.9,2,5,250,0,22,-1.0,0.0,4.64,2.295735176365079,8,12.047693066095555,9.28488041211493
tiger,0.9,2,5,250,0,23,3.2,4.874423042781576,-1.0,0.0,8,12.580570679802658,8.588026712723593
tiger,0.9,2,5,250,0,24,-3.76,7.393402464359694,2.8400000000000003,5.266345981798005,7,12.88224145071847,8.889149460127197
tiger,0.9,2,5,250,0,25,-2.86,7.491355017618642,-1.0,0.0,7,13.008854505291314,8.561697860913004
tiger,0.9,2,5,250,0,26,-3.3400000000000003,7.452811550012519,2.4800000000000004,5.607994293863003,9,12.070085245990063,9.388041300482163
tiger,0.9,2,5,250,0,27,-1.0,0.0,-1.3599999999999999,7.41285370151064,7,12.100105064597914,8.532151666702486
tiger,0.9,2,5,250,0,28,-1.0,0.0,-2.26,7.496159016456361,7,13.057500032632863,8.49296418997447
tiger,0.9,2,5,250,0,29,4.46,2.7943514453268046,-2.68,7.497839688870388,7,13.19258435580078,8.506745294380067
tiger,0.9,2,5,250,0,30,-1.0,0.0,-1.0,0.0,7,12.095712420405947,8.493872741919702
tiger,0.9,2,5,250,0,31,2.6,5.499090833947008,-1.0,0.0,7,17.759254253323128,8.586915107807915
tiger,0.9,2,5,250,0,32,-1.8400000000000003,7.470903559811223,4.64,2.295735176365079,7,12.273822581661076,8.638648517563526
tiger,0.9,2,5,250,0,33,-1.0,0.0,-1.0,0.0,7,12.855785794830005,8.50308124566698
tiger,0.9,2,5,250,0,34,2.6,5.499090833947008,2.3,5.762811813689564,9,15.183285826061647,9.31384650424749
tiger,0.9,2,5,250,0,35,-1.0,0.0,-2.32,7.497839688870388,7,12.110224545737978,8.503121473062494
tiger,0.9,2,5,250,0,36,3.2,4.874423042781576,-1.0,0.0,7,14.928787975344182,8.537053010042916
tiger,0.9,2,5,250,0,37,-1.0,0.0,3.26,4.803373814310104,7,12.060331918319777,8.76619575262302
tiger,0.9,2,5,250,0,38,2.96,5.141828468550853,-3.4600000000000004,7.438306258819948,7,12.759462801245181,8.50392783864795
tiger,0.9,2,5,250,0,39,-1.8400000000000003,7.470903559811223,-2.1999999999999997,7.493997598078078,7,12.77098746026969,8.587390836119443
tiger,0.9,2,5,250,0,40,-1.0,0.0,-1.0,0.0,7,12.120265613724076,8.485680237471046
tiger,0.9,2,5,250,0,41,3.6800000000000006,4.2494234903101855,-1.0,0.0,7,15.307016014772106,8.800306031335484
tiger,0.9,2,5,250,0,42,-2.56,7.499759996159876,-1.9000000000000004,7.475961476626268,10,12.772386001942522,9.454451307663454
tiger,0.9,2,5,250,0,43,-1.0,0.0,-2.98,7.484624239065044,8,12.151218187223945,8.727693813784324
tiger,0.9,2,5,250,0,44,-8.08,5.011347124277064,-1.0,0.0,7,12.093859809370148,8.52830394655195
tiger,0.9,2,5,250,0,45,-1.0,0.0,2.24,5.81226289838992,9,12.255197497899932,9.284818994366029
tiger,0.9,2,5,250,0,46,2.3000000000000007,5.762811813689564,-1.0,0.0,7,16.360492738294866,8.51039091836366
