experiment,discount,horizon,c_sample,r_sample,run,t,r,std,q_r,q_std,q_sample,c_l,q_l
tiger,0.9,2,5,250,0,0,-3.22,7.4653600047151105,-2.1999999999999997,7.493997598078078,7,12.073409587997117,8.493777243069362
tiger,0.9,2,5,250,0,1,-2.98,7.484624239065044,-2.56,7.499759996159876,7,16.57870141510525,8.61009350614879
tiger,0.9,2,5,250,0,2,-1.0,0.0,-2.5,7.5,7,12.033902827900285,8.545152748608729
tiger,0.9,2,5,250,0,3,2.3600000000000003,5.712302512997714,-1.0,0.0,7,12.696215971699452,8.627486588772399
tiger,0.9,2,5,250,0,4,-1.0,0.0,2.8999999999999995,5.204805471869242,8,12.157713271802326,9.25023980611246
tiger,0.9,2,5,250,0,5,2.8999999999999995,5.204805471869242,-1.0,0.0,7,15.811250388492233,8.53387454345534
tiger,0.9,2,5,250,0,6,-0.7599999999999998,7.295368393713918,2.6599999999999997,5.442830146164769,10,12.893683384795244,9.22646723026445
tiger,0.9,2,5,250,0,7,-1.0,0.0,-1.54,7.438306258819948,7,12.04995016195121,8.561015576982493
tiger,0.9,2,5,250,0,8,2.0,6.0,-2.26,7.496159016456361,7,16.97589420111745,8.527972645224263
tiger,0.9,2,5,250,0,9,-1.0,0.0,-3.0400000000000005,7.480534740244176,7,13.558285498073065,8.658978229070652
tiger,0.9,2,5,250,0,10,3.1399999999999997,4.943723293227484,-1.0,0.0,7,17.793507639522506,8.57854483754069
tiger,0.9,2,5,250,0,11,-1.7200000000000002,7.459329728601626,2.42,5.660706669665899,8,12.512621221381906,8.944546218180989
tiger,0.9,2,5,250,0,12,-1.0,0.0,-1.0,0.0,7,12.14117735581766,8.727148675216645
tiger,0.9,2,5,250,0,13,2.72,5.385313361356051,1.9400000000000004,6.044534721548053,10,17.77860877549288,9.139764821458623
tiger,0.9,2,5,250,0,14,-1.7800000000000002,7.4653600047151105,-1.0,0.0,7,12.073577709818183,8.490779807124694
tiger,0.9,2,5,250,0,15,-1.0,0.0,3.3200000000000003,4.730496802662485,8,13.211080220688398,9.277732267794384
tiger,0.9,2,5,250,0,16,-1.0,0.0,-2.0200000000000005,7.484624239065044,7,13.182131544049135,8.498010535518798
tiger,0.9,2,5,250,0,17,4.76,1.8821264569629745,-1.6600000000000006,7.452811550012519,8,17.50313311055171,8.923846659535057
tiger,0.9,2,5,250,0,18,-2.1999999999999997,7.493997598078078,-2.1399999999999997,7.491355017618642,7,17.517447204235026,8.493165135011894
tiger,0.9,2,5,250,0,19,-2.56,7.499759996159876,-1.0,0.0,7,12.166234126595713,8.498501934110623
tiger,0.9,2,5,250,0,20,-1.0,0.0,2.8400000000000003,5.266345981798005,7,12.961361348437162,8.569612347439763
tiger,0.9,2,5,250,0,21,2.0,6.0,-2.32,7.497839688870388,8,15.441699981933876,8.78408719221008
tiger,0.9,2,5,250,0,22,-1.0,0.0,-1.5400000000000005,7.438306258819948,7,12.083691667705965,8.505171334902542
tiger,0.9,2,5,250,0,23,3.3200000000000003,4.730496802662485,-3.04,7.480534740244176,7,14.812314615454985,8.609278618967503
tiger,0.9,2,5,250,0,24,-1.0,0.0,-1.0,0.0,7,12.9187687124396,8.550209254252199
tiger,0.9,2,5,250,0,25,2.5400000000000005,5.554133595800519,2.5399999999999996,5.5541335958005185,8,13.099855618892054,9.447356486935327
tiger,0.9,2,5,250,0,26,-2.1399999999999997,7.491355017618642,-1.0,0.0,7,12.062331637140375,8.499184542219972
